[Line 168] [Output:5553]: [PART] Workspace.Boats.PirateBoat.Wheel.Wheel | Size: 0.44016095995903015, 3.3112668991088867, 3.311267137527466
[Line 188] [Output:5553]: [PART] Workspace.Boats.PirateBoat.Wheel.WheelStand | Size: 1.775360107421875, 3.947568893432617, 1.7753585577011108
[Line 189] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Model.Light | Size: 0.4000000059604645, 0.4000000059604645, 0.75
[Line 190] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Model.Light | Size: 0.4000000059604645, 0.4000000059604645, 0.75
[Line 191] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Model.Light | Size: 0.4000000059604645, 0.4000000059604645, 0.75
[Line 192] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Model.Light | Size: 0.4000000059604645, 0.4000000059604645, 0.75
[Line 193] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Model.Light | Size: 0.4000000059604645, 0.4000000059604645, 0.75
[Line 194] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Model.Light | Size: 0.4000000059604645, 0.4000000059604645, 0.75
[Line 195] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Model.Frame | Size: 0.6500004529953003, 0.6499999761581421, 1.500091552734375
[Line 196] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Model.Center | Size: 0.6000000238418579, 0.05000000074505806, 0.6000000238418579
[Line 197] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Cannon.Base | Size: 5.742999076843262, 3.4109480381011963, 5.100983142852783
[Line 198] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Cannon.Center | Size: 0.4424142837524414, 0.4424142837524414, 0.4424142837524414
[Line 199] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Cannon.Center | Size: 0.4424142837524414, 0.4424142837524414, 0.4424142837524414
[Line 200] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Cannon.Center | Size: 0.4424142837524414, 0.4424142837524414, 0.4424142837524414
[Line 201] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Cannon.Metal | Size: 8.730405807495117, 3.9019615650177, 5.43781852722168
[Line 202] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Cannon.Center | Size: 0.4424142837524414, 0.4424142837524414, 0.4424142837524414
[Line 203] [Output:5553]: [PART] Workspace.Boats.PirateBoat.EquipFolder.Cannon.Center | Size: 0.4424142837524414, 0.4424142837524414, 0.4424142837524414
[Line 204] [Output:5553]: [PART] Workspace.Boats.PirateBoat.Rope | Size: 131.39425659179688, 78.85648345947266, 77.9429931640625
[Line 205] [Output:5553]: [PART] Workspace.Boats.PirateBoat.Rigging | Size: 8.964094161987305, 69.93496704101562, 39.70295333862305
[Line 206] [Output:5553]: [PART] Workspace.Boats.PirateBoat.Deco | Size: 4, 5, 4
[Line 207] [Output:5553]: [PART] Workspace.Boats.PirateBoat.Sail1_Front | Size: 7.456867218017578, 50.87086868286133, 76.19290161132812
[Line 208] [Output:5553]: [PART] Workspace.Boats.PirateBoat.Masts | Size: 144.67332458496094, 94.897705078125, 79.38622283935547
[Line 209] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Wheel.Hinge | Size: 0.41525712609291077, 0.6644114255905151, 0.6644114255905151
[Line 210] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.EquipFolder.Model.Center | Size: 0.6000000238418579, 0.05000000074505806, 0.6000000238418579
[Line 211] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.EquipFolder.Model.Frame | Size: 0.6500004529953003, 0.6499999761581421, 1.500091552734375
[Line 212] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.EquipFolder.Model.Frame | Size: 0.6500004529953003, 0.6499999761581421, 1.500091552734375
[Line 213] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.EquipFolder.Model.Light | Size: 0.4000000059604645, 0.4000000059604645, 0.75
[Line 214] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.EquipFolder.Model.Light | Size: 0.4000000059604645, 0.4000000059604645, 0.75
[Line 215] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.EquipFolder.Model.Frame | Size: 0.6500004529953003, 0.6499999761581421, 1.500091552734375
[Line 216] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.EquipFolder.Model.Frame | Size: 0.6500004529953003, 0.6499999761581421, 1.500091552734375
[Line 217] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.EquipFolder.Model.Frame | Size: 0.6500004529953003, 0.6499999761581421, 1.500091552734375
[Line 218] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.EquipFolder.Model.Frame | Size: 0.6500004529953003, 0.6499999761581421, 1.500091552734375
[Line 219] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Railing | Size: 154.01748657226562, 28.881031036376953, 43.72018051147461
[Line 220] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Sail1_Front | Size: 4.851072311401367, 32.638458251953125, 43.99528884887695
[Line 221] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Sail2_Back | Size: 4.851072311401367, 36.23822784423828, 55.588340759277344
[Line 222] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Sail3_Back | Size: 64.44490051269531, 89.685302734375, 3.998507499694824
[Line 223] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Sail4_Back | Size: 68.71359252929688, 49.50605773925781, 3.9985084533691406
[Line 224] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Sail5_Back | Size: 47.20040512084961, 53.25838088989258, 3.9985084533691406
[Line 225] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Sail7_Back | Size: 55.27363204956055, 62.43320846557617, 0.0010000000474974513
[Line 226] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Rigging | Size: 76.5525131225586, 103.62112426757812, 44.25822448730469
[Line 227] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Deco | Size: 3.799999952316284, 3.799999952316284, 3.799999952316284
[Line 228] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Deco | Size: 4, 5, 4
[Line 229] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.FrontSplash1 | Size: 1, 1, 1
[Line 230] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.Hull | Size: 146.64138793945312, 25.353715896606445, 45.74824905395508
[Line 231] [Output:5553]: [PART] Workspace.Boats.MerchantBoat.FlagConnector | Size: 0.10000000149011612, 0.10000000149011612, 0.10000000149011612
[Line 251] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Wheel.Hinge | Size: 0.41525712609291077, 0.6644114255905151, 0.6644114255905151
[Line 252] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Crate | Size: 3.799999952316284, 3.799999952316284, 3.799999952316284
[Line 253] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Trim | Size: 1, 6, 6
[Line 254] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Railing | Size: 61.847442626953125, 10.234604835510254, 28.999420166015625
[Line 255] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Part | Size: 51, 2, 2
[Line 256] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Plank | Size: 15.399999618530273, 0.5, 4
[Line 257] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Barrel | Size: 4, 5, 4
[Line 258] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Rope | Size: 0.5, 1.7000000476837158, 1.7000000476837158
[Line 259] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Rope | Size: 0.20000000298023224, 51.973793029785156, 0.20000000298023224
[Line 260] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Rope | Size: 0.20000000298023224, 88.13301086425781, 0.20000000298023224
[Line 261] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Hinge | Size: 2, 0.20000000298023224, 0.6000000238418579
[Line 262] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.DamagePart | Size: 24, 1.5, 1.5
[Line 263] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Hinge | Size: 0.5, 0.30000001192092896, 0.6000000238418579
[Line 264] [Output:5553]: [PART] Workspace.Map.QuestObjects.GaulSailboat.Rope | Size: 0.20000000298023224, 59.32936096191406, 0.20000000298023224
[Line 265] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Deck2 | Size: 36, 67, 1.20001220703125
[Line 266] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Rope | Size: 0.20000000298023224, 0.20000000298023224, 66.5172348022461
[Line 267] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Deco | Size: 4, 5, 4
[Line 268] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Rope | Size: 1, 3.200000047683716, 3.200000047683716
[Line 269] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Deck | Size: 40, 5.000007629394531, 36
[Line 270] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Part | Size: 19, 4, 4
[Line 271] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Hinge | Size: 2, 0.20000000298023224, 0.6000000238418579
[Line 272] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Part | Size: 10, 0.5, 1.5
[Line 273] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.SideBackRailings | Size: 42.592041015625, 8.000019073486328, 38.00001525878906
[Line 274] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Rigging | Size: 19.09029769897461, 8.534835815429688, 70.35650634765625
[Line 275] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Rudder | Size: 3.000001907348633, 16.000120162963867, 18.000030517578125
[Line 276] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Deco | Size: 3.799999952316284, 3.799999952316284, 3.799999952316284
[Line 277] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Barrel | Size: 4, 5, 4
[Line 278] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Barrel | Size: 4, 5, 4
[Line 279] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Part | Size: 10, 0.5, 1.5
[Line 280] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Barrel | Size: 4, 5, 4
[Line 281] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Barrel | Size: 4, 5, 4
[Line 282] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Hinge | Size: 0.5, 0.30000001192092896, 0.6000000238418579
[Line 283] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Deco | Size: 3.799999952316284, 3.799999952316284, 3.799999952316284
[Line 284] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Deck | Size: 0.5, 1, 22.5
[Line 285] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Rope | Size: 1, 3.200000047683716, 3.200000047683716
[Line 286] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Hinges | Size: 8.79998779296875, 0.966339111328125, 5.126003265380859
[Line 287] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Deck | Size: 75, 1.0000038146972656, 36
[Line 288] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Rope | Size: 1, 3.200000047683716, 3.200000047683716
[Line 289] [Output:5553]: [PART] Workspace.Map.QuestObjects.AdamCaravelBroke.Part | Size: 55, 2, 2
[Line 291] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Wheel.Handles | Size: 0.4086160957813263, 4.816981792449951, 4.348565578460693
[Line 292] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Wheel.Wheel | Size: 0.44016095995903015, 3.3112668991088867, 3.311267137527466
[Line 293] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Wheel.WheelStand | Size: 3.322291851043701, 1.6612324714660645, 1.662458896636963
[Line 294] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Wheel.Hinge | Size: 0.41525712609291077, 0.6644114255905151, 0.6644114255905151
[Line 295] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Rope | Size: 0.699999988079071, 2.200000047683716, 2.200000047683716
[Line 296] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Hinge | Size: 0.5, 0.30000001192092896, 0.6000000238418579
[Line 297] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Rope | Size: 0.20000000298023224, 59.32936096191406, 0.20000000298023224
[Line 298] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Rope | Size: 1, 3.200000047683716, 3.200000047683716
[Line 299] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Crate | Size: 3.799999952316284, 3.799999952316284, 3.799999952316284
[Line 300] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.RolledSail | Size: 1.0000152587890625, 57.86573791503906, 9.6551513671875
[Line 301] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Rigging | Size: 8.5347900390625, 72.83438110351562, 1.339447021484375
[Line 302] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Barrel | Size: 4, 5, 4
[Line 303] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Barrel | Size: 4, 5, 4
[Line 304] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Deck2 | Size: 24, 45.469573974609375, 2.148702621459961
[Line 305] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Crate | Size: 3.799999952316284, 3.799999952316284, 3.799999952316284
[Line 306] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Hinge | Size: 0.5, 0.30000001192092896, 0.6000000238418579
[Line 307] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Hull | Size: 26.010223388671875, 13.54222583770752, 58.573822021484375
[Line 308] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Rope | Size: 0.20000000298023224, 88.13301086425781, 0.20000000298023224
[Line 309] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Part | Size: 20.5, 0.5, 4
[Line 310] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Part | Size: 16, 0.5, 4
[Line 311] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Hinge | Size: 2, 0.20000000298023224, 0.6000000238418579
[Line 312] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Keel | Size: 17.938457489013672, 3.000030517578125, 53.11006164550781
[Line 313] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Rope | Size: 0.20000000298023224, 12.995960235595703, 0.20000000298023224
[Line 314] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Part | Size: 34, 2, 2
[Line 315] [Output:5553]: [PART] Workspace.Map.QuestObjects.Sailboat.Center | Size: 0.05000000074505806, 0.05000000074505806, 0.05000000074505806
[Line 316] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Wheel.Handles | Size: 0.4086160957813263, 4.816981792449951, 4.348565578460693
[Line 317] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Sail | Size: 4.619041442871094, 47.33442687988281, 96.199951171875
[Line 318] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Skyalis | Size: 3, 1, 3
[Line 319] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.BackBorder | Size: 21.806106567382812, 1.500030517578125, 5.800455093383789
[Line 320] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Rope | Size: 1, 2.200000047683716, 2.200000047683716
[Line 321] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.SteerSeat | Size: 2, 0.5, 2
[Line 322] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Sail | Size: 0.20009231567382812, 36.599945068359375, 13.767784118652344
[Line 323] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Skyalis | Size: 3, 1, 3
[Line 324] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Skyalis | Size: 3, 1, 3
[Line 325] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Part | Size: 38, 1, 1
[Line 326] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Part | Size: 0.5, 2, 2
[Line 327] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Part | Size: 38, 1, 1
[Line 328] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Rope | Size: 1, 2.200000047683716, 2.200000047683716
[Line 329] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Deco | Size: 3.799999952316284, 3.799999952316284, 3.799999952316284
[Line 330] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Deck2 | Size: 24, 45.469573974609375, 2.148702621459961
[Line 331] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Trim | Size: 1, 6, 6
[Line 332] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Deck | Size: 22.000030517578125, 12.000045776367188, 1.0000076293945312
[Line 333] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Deco | Size: 4, 5, 4
[Line 334] [Output:5553]: [PART] Workspace.Map.QuestObjects.SkyshipBroke.Grate | Size: 8.000030517578125, 8.000015258789062, 0.6000003814697266
[Line 345] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Coral.RockCoral | Size: 20.57354164123535, 6.20397424697876, 16.192623138427734
[Line 346] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Coral.RockCoral | Size: 20.57354164123535, 6.20397424697876, 16.192623138427734
[Line 347] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Coral.TubeCoral | Size: 8.956216812133789, 8.772335052490234, 10.415369987487793
[Line 348] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Coral.TableCoral | Size: 9.98150634765625, 4.24903678894043, 8.758091926574707
[Line 349] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Coral.WallCoral | Size: 8.767505645751953, 10.096487045288086, 13.768915176391602
[Line 350] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Coral.TubeCoral | Size: 8.956216812133789, 8.772335052490234, 10.415369987487793
[Line 351] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Coral.WallCoral | Size: 8.767505645751953, 10.096487045288086, 13.768915176391602
[Line 352] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Coral.TableCoral | Size: 9.98150634765625, 4.24903678894043, 8.758091926574707
[Line 353] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Coral.RockCoral | Size: 20.57354164123535, 6.20397424697876, 16.192623138427734
[Line 354] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Coral.RockCoral | Size: 20.57354164123535, 6.20397424697876, 16.192623138427734
[Line 355] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Part | Size: 18, 9, 16
[Line 356] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Part | Size: 18, 15, 16
[Line 357] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Part | Size: 137, 19, 143
[Line 358] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Part | Size: 26, 42, 24
[Line 359] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Part | Size: 32, 1, 22
[Line 360] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Part | Size: 14, 1, 16
[Line 361] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Part | Size: 76, 1, 69
[Line 362] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Part | Size: 34, 1, 35
[Line 363] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Part | Size: 12, 7, 2
[Line 364] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Part | Size: 10.99951171875, 32, 32
[Line 365] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Natural.Part | Size: 15, 9, 32
[Line 366] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Artificial.Ship.WallCoral | Size: 8.767505645751953, 10.096487045288086, 13.768915176391602
[Line 367] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Artificial.Ship.Rudder | Size: 3.000001907348633, 16.000120162963867, 18.000030517578125
[Line 368] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Artificial.Ship.Part | Size: 16, 0.5, 9
[Line 369] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Artificial.Ship.Keel | Size: 18.66007423400879, 3.0000038146972656, 85.863525390625
[Line 370] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Artificial.Ship.Part | Size: 10, 0.5, 1.5
[Line 371] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Artificial.Ship.Trim | Size: 1, 6, 6
[Line 372] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Artificial.Ship.Part | Size: 39.5, 0.5, 9
[Line 373] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Artificial.Ship.Deck | Size: 75, 1.0000038146972656, 36
[Line 374] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Artificial.Ship.Railings | Size: 69.08203125, 3.000732421875, 38.0009765625
[Line 375] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Artificial.Ship.SideBackRailings | Size: 42.59375, 8.0006103515625, 38.006103515625
[Line 376] [Output:5553]: [PART] Workspace.Map.Shipwreck1.Artificial.Treasure | Size: 24.240509033203125, 2.8957834243774414, 20.364715576171875
[Line 377] [Output:5553]: [PART] Workspace.Map.Shipwreck1.AboveWater.Part | Size: 47, 3, 3
[Line 378] [Output:5553]: [PART] Workspace.Map.Shipwreck1.AboveWater.Part | Size: 23, 3, 3
[Line 379] [Output:5553]: [PART] Workspace.Map.Shipwreck1.AboveWater.Rope | Size: 1, 3.200000047683716, 3.200000047683716
[Line 380] [Output:5553]: [PART] Workspace.Map.Shipwreck1.AboveWater.Rope | Size: 1, 3.200000047683716, 3.200000047683716
[Line 381] [Output:5553]: [PART] Workspace.Map.Shipwreck1.AboveWater.Part | Size: 0.20000000298023224, 0.20000000298023224, 25.546958923339844
[Line 382] [Output:5553]: [PART] Workspace.Map.Shipwreck1.AboveWater.RuinedSail | Size: 75.5635986328125, 15.999706268310547, 0.0500030517578125
[Line 383] [Output:5553]: [PART] Workspace.Map.Shipwreck1.AboveWater.Rope | Size: 1, 3.200000047683716, 3.200000047683716
[Line 871] [Output:5553]: [PART] Workspace.Map.SeaContent.Shipwreck.Center | Size: 3.5, 0.30000001192092896, 1
[Line 883] [Output:5553]: [PART] Workspace.Map.SeaContent.Shipwreck.Center | Size: 3.5, 0.30000001192092896, 1
[Line 884] [Output:5553]: [PART] Workspace.Map.SeaContent.Shipwreck.Center | Size: 3.5, 0.30000001192092896, 1
[Line 885] [Output:5553]: [PART] Workspace.Map.SeaContent.Shipwreck.Center | Size: 3.5, 0.30000001192092896, 1
[Line 886] [Output:5553]: [PART] Workspace.Map.SeaContent.Shipwreck.Center | Size: 3.5, 0.30000001192092896, 1
[Line 887] [Output:5553]: [PART] Workspace.Map.SeaContent.Shipwreck.Details.Jellyfish.Parts.5 | Size: 3.3717293739318848, 3.3717293739318848, 3.3717293739318848
[Line 888] [Output:5553]: [PART] Workspace.Map.SeaContent.Shipwreck.Details.Jellyfish.Parts.3 | Size: 3.3717293739318848, 3.3717293739318848, 3.3717293739318848
[Line 889] [Output:5553]: [PART] Workspace.Map.SeaContent.Shipwreck.Details.Jellyfish.Collision | Size: 13, 13, 13
[Line 890] [Output:5553]: [PART] Workspace.Map.SeaContent.Shipwreck.Details.Jellyfish.Torus | Size: 12.261942863464355, 15.465018272399902, 11.617385864257812
[Line 891] [Output:5553]: [PART] Workspace.Map.SeaContent.Shipwreck.Details.Jellyfish.Parts.1 | Size: 3.3717293739318848, 3.3717293739318848, 3.3717293739318848
[Line 892] [Output:5553]: [PART] Workspace.Map.SeaContent.Shipwreck.Details.Jellyfish.Parts.4 | Size: 3.3717293739318848, 3.3717293739318848, 3.3717293739318848
