[Line 135] [Output:5553]: [PART] Workspace.NPCs.Tucker.Tucker.RightLowerArm | Size: 0.8137836456298828, 0.9094314575195312, 0.8621160984039307
[Line 153] [Output:5553]: [PART] Workspace.NPCs.Edward KentonQ.Edward KentonQ.Cloak | Size: 2.200000286102295, 3.8000006675720215, 1.3699990510940552
[Line 154] [Output:5553]: [PART] Workspace.NPCs.Edward KentonQ.Edward KentonQ.RightLowerLeg | Size: 0.8300829529762268, 1.0376451015472412, 0.9252372980117798
[Line 155] [Output:5553]: [PART] Workspace.NPCs.Edward KentonQ.Edward KentonQ.LeftHand | Size: 0.5192210674285889, 0.5368252396583557, 0.5368161201477051
[Line 156] [Output:5553]: [PART] Workspace.NPCs.Edward KentonQ.Edward KentonQ.RightUpperArm | Size: 0.844642162322998, 1.2322739362716675, 0.8592722415924072
[Line 157] [Output:5553]: [PART] Workspace.NPCs.Edward KentonQ.Edward KentonQ.Rod | Size: 7.099998474121094, 0.6843373775482178, 0.6843373775482178
[Line 158] [Output:5553]: [PART] Workspace.NPCs.Edward KentonQ.Edward KentonQ.LowerTorso | Size: 1.6519598960876465, 0.5001040697097778, 0.9984074234962463
[Line 159] [Output:5553]: [PART] Workspace.NPCs.Edward KentonQ.Edward KentonQ.LeftLowerLeg | Size: 0.8300829529762268, 1.0376451015472412, 0.9252371788024902
[Line 160] [Output:5553]: [PART] Workspace.NPCs.Amber Zamora.Amber Zamora.LeftFoot | Size: 0.7912912964820862, 0.44856202602386475, 1.1945922374725342
[Line 161] [Output:5553]: [PART] Workspace.NPCs.Amber Zamora.Amber Zamora.Hair1 | Size: 0.05000000074505806, 0.05000000074505806, 0.05000000074505806
[Line 162] [Output:5553]: [PART] Workspace.NPCs.Amber Zamora.Amber Zamora.Head | Size: 2, 1, 1
[Line 163] [Output:5553]: [PART] Workspace.NPCs.Amber Zamora.Amber Zamora.LeftHand | Size: 0.7627726793289185, 0.9388239979743958, 0.7475496530532837
[Line 164] [Output:5553]: [PART] Workspace.NPCs.Amber Zamora.Amber Zamora.UpperTorso | Size: 1.9974559545516968, 1.837510585784912, 1.1106884479522705
[Line 165] [Output:5553]: [PART] Workspace.NPCs.Amber Zamora.Amber Zamora.LeftLowerArm | Size: 0.8137837648391724, 0.9094315767288208, 0.8621159791946411
[Line 166] [Output:5553]: [PART] Workspace.NPCs.Amber Zamora.Amber Zamora.HumanoidRootPart | Size: 2, 2, 1
[Line 167] [Output:5553]: [PART] Workspace.NPCs.Amber Zamora.Amber Zamora.RightUpperLeg | Size: 0.6673920750617981, 1.3174556493759155, 0.8240075707435608
[Line 10842] [Output:5553]: [PART] Workspace.Map.Lone Rock.ClanStructures.Shipwright Stand.NPCCF | Size: 4, 6, 1
[Line 23639] [Output:5553]: [PART] Workspace.Map.Temporary.BrotherhoodCamp.NPCPos3 | Size: 4, 6, 1
[Line 23689] [Output:5553]: [PART] Workspace.Map.Temporary.MorovaneCamp.NPCPos | Size: 4, 6, 1
[Line 23718] [Output:5553]: [PART] Workspace.Map.Temporary.HaddockCamp.NPCPos2 | Size: 4, 6, 1
[Line 24016] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24017] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24018] [Output:5553]: [PART] Workspace.Enemies.Rookie Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24028] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24029] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24030] [Output:5553]: [PART] Workspace.Enemies.Rookie Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24043] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24044] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24045] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24046] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24048] [Output:5553]: [PART] Workspace.Enemies.Rabbit.HumanoidRootPart | Size: 1.1427000761032104, 1.138800024986267, 1.710800051689148
[Line 24049] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24050] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24052] [Output:5553]: [PART] Workspace.Enemies.Rabbit.HumanoidRootPart | Size: 1.1427000761032104, 1.138800024986267, 1.710800051689148
[Line 24053] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24054] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24055] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24056] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24057] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24059] [Output:5553]: [PART] Workspace.Enemies.Rabbit.HumanoidRootPart | Size: 1.1427000761032104, 1.138800024986267, 1.710800051689148
[Line 24060] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24062] [Output:5553]: [PART] Workspace.Enemies.Rabbit.HumanoidRootPart | Size: 1.1427000761032104, 1.138800024986267, 1.710800051689148
[Line 24063] [Output:5553]: [PART] Workspace.Enemies.Blake Donovan.HumanoidRootPart | Size: 2, 2, 1
[Line 24068] [Output:5553]: [PART] Workspace.Enemies.Blake Donovan.NPCHitbox | Size: 3.5, 5, 1
[Line 24078] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24079] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24080] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24081] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24082] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24083] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24084] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24085] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24086] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24087] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24088] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24089] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24090] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24091] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24092] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24093] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24094] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24095] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24096] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24097] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24098] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24099] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24100] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24101] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24112] [Output:5553]: [PART] Workspace.Enemies.Jorund.HumanoidRootPart | Size: 2, 2, 1
[Line 24119] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24143] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24144] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24145] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24146] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24147] [Output:5553]: [PART] Workspace.Enemies.Shark.HumanoidRootPart | Size: 1, 1, 1
[Line 24148] [Output:5553]: [PART] Workspace.Enemies.Rookie Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24163] [Output:5553]: [PART] Workspace.Enemies.Rookie Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24177] [Output:5553]: [PART] Workspace.Enemies.Rookie Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24185] [Output:5553]: [PART] Workspace.Enemies.Rookie Pirate.NPCHitbox | Size: 3.5, 5, 1
[Line 24188] [Output:5553]: [PART] Workspace.Enemies.Captain Mayer.HumanoidRootPart | Size: 2, 2, 1
[Line 24195] [Output:5553]: [PART] Workspace.Enemies.Captain Mayer.NPCHitbox | Size: 3.5, 5, 1
[Line 24212] [Output:5553]: [PART] Workspace.Enemies.Rookie Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24220] [Output:5553]: [PART] Workspace.Enemies.Rookie Pirate.NPCHitbox | Size: 3.5, 5, 1
[Line 24223] [Output:5553]: [PART] Workspace.Enemies.Jaw Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24236] [Output:5553]: [PART] Workspace.Enemies.Jaw Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24246] [Output:5553]: [PART] Workspace.Enemies.Jaw Pirate.NPCHitbox | Size: 3.5, 5, 1
[Line 24247] [Output:5553]: [PART] Workspace.Enemies.Jaw Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24264] [Output:5553]: [PART] Workspace.Enemies.Jaw Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24273] [Output:5553]: [PART] Workspace.Enemies.Jaw Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24281] [Output:5553]: [PART] Workspace.Enemies.Jaw Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24294] [Output:5553]: [PART] Workspace.Enemies.Jaw Pirate.NPCHitbox | Size: 3.5, 5, 1
[Line 24295] [Output:5553]: [PART] Workspace.Enemies.Jaw Pirate.HumanoidRootPart | Size: 2, 2, 1
[Line 24299] [Output:5553]: [PART] Workspace.Effects.Seagull.HumanoidRootPart | Size: 0.5990000367164612, 0.7930000424385071, 1.4820001125335693
[Line 24306] [Output:5553]: [PART] Workspace.Effects.Seagull.HumanoidRootPart | Size: 0.5990000367164612, 0.7930000424385071, 1.4820001125335693
[Line 24308] [Output:5553]: [PART] Workspace.Effects.Seagull.HumanoidRootPart | Size: 0.5990000367164612, 0.7930000424385071, 1.4820001125335693
[Line 24311] [Output:5553]: [PART] Workspace.Effects.Seagull.HumanoidRootPart | Size: 0.5990000367164612, 0.7930000424385071, 1.4820001125335693
[Line 24313] [Output:5553]: [PART] Workspace.Effects.Seagull.HumanoidRootPart | Size: 0.5990000367164612, 0.7930000424385071, 1.4820001125335693
[Line 24315] [Output:5553]: [PART] Workspace.Effects.Seagull.HumanoidRootPart | Size: 0.5990000367164612, 0.7930000424385071, 1.4820001125335693
[Line 24318] [Output:5553]: [PART] Workspace.Effects.Seagull.HumanoidRootPart | Size: 0.5990000367164612, 0.7930000424385071, 1.4820001125335693
[Line 24321] [Output:5553]: [PART] Workspace.Effects.Seagull.HumanoidRootPart | Size: 0.5990000367164612, 0.7930000424385071, 1.4820001125335693
[Line 24326] [Output:5553]: [PART] Workspace.MLD0217.HumanoidRootPart | Size: 2, 2, 1
[Line 24338] [Output:5553]: [PART] Workspace.MarioPaxCart12.HumanoidRootPart | Size: 2, 2, 1
[Line 24352] [Output:5553]: [PART] Workspace.IluminixVR.HumanoidRootPart | Size: 2, 2, 1
[Line 24364] [Output:5553]: [PART] Workspace.AmazingMrSmiles.HumanoidRootPart | Size: 2, 2, 1
[Line 24741] [Output:5553]: [PART] Workspace.dellskiing2.HumanoidRootPart | Size: 2, 2, 1
[Line 24762] [Output:5553]: [PART] Players.dellskiing2.PlayerScripts.Scripts.LocalEvents.NPCBase.Head | Size: 2, 1, 1
[Line 24763] [Output:5553]: [PART] Players.dellskiing2.PlayerScripts.Scripts.LocalEvents.NPCBase.LowerTorso | Size: 1.6519598960876465, 0.5001040697097778, 0.9984074234962463
[Line 24764] [Output:5553]: [PART] Players.dellskiing2.PlayerScripts.Scripts.LocalEvents.NPCBase.RightLowerArm | Size: 0.8137836456298828, 0.9094314575195312, 0.8621160984039307
[Line 24765] [Output:5553]: [PART] Players.dellskiing2.PlayerScripts.Scripts.LocalEvents.NPCBase.LeftLowerArm | Size: 0.8137837648391724, 0.9094315767288208, 0.8621159791946411
[Line 24766] [Output:5553]: [PART] Players.dellskiing2.PlayerScripts.Scripts.LocalEvents.NPCBase.RightFoot | Size: 0.7912907004356384, 0.4485623836517334, 1.1945918798446655
[Line 24767] [Output:5553]: [PART] Players.dellskiing2.PlayerScripts.Scripts.LocalEvents.NPCBase.RightUpperLeg | Size: 0.6673920750617981, 1.3174556493759155, 0.8240075707435608
[Line 24783] [Output:5553]: [PART] Players.dellskiing2.PlayerScripts.Scripts.LocalEvents.CommanderCamp.NPCPos | Size: 4, 6, 1
[Line 24891] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.AP.Frame.Background.View.Dummy.HumanoidRootPart | Size: 2, 2, 1
[Line 24901] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Base.Hull Armor.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 24928] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Base.Cannons.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 24939] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Base.Sail Pattern.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 24951] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Base.Attachment.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 24969] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Base.Ram.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 24990] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Base.Siege Weapons.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25009] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Rowboat.Hull Armor.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25021] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Rowboat.Lanterns.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25036] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Sailboat.Attachment.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25052] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Sailboat.Sail Pattern.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25064] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Sailboat.Hull Armor.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25074] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Sailboat.Crew.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25088] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Sailboat.Lanterns.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25101] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Sailboat.Quartermaster.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25115] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Sailboat.Figurehead.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25131] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Sailboat.Cannons.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25145] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Sailboat.Sail Material.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25160] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Caravel.Attachment.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25174] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Caravel.Sail Pattern.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25189] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Caravel.Hull Armor.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25203] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Caravel.Crew.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25217] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Caravel.Lanterns.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25258] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Caravel.Cannons.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25272] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Caravel.Attachment.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25284] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Caravel.Sail Material.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25298] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Ketch.Attachment.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25314] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Ketch.Sail Pattern.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25327] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Ketch.Hull Armor.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25340] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Ketch.Crew.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25353] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Ketch.Lanterns.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25370] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Ketch.Quartermaster.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25383] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Ketch.Figurehead.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25402] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Ketch.Attachment.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25414] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Ketch.Sail Material.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25426] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Ketch.Quartermaster.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25438] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Ketch.Attachment.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25465] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Brig.Attachment.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25492] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Brig.Hull Armor.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25515] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Brig.Lanterns.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25525] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Brig.Quartermaster.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25546] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Brig.Cannons.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25556] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Brig.Attachment.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25566] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Brig.Sail Material.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25610] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Brig.Siege Weapons.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25622] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Brig.Ram.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25648] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Deckhands.DH3.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25665] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Deckhands.DH2.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25679] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Shipyard.Equips.Deckhands.DH4.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25717] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Info.Char.Model.Port.WorldModel.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25731] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Inventory.StatEquips.Shirt.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25747] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Inventory.StatEquips.Pants.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25758] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Inventory.StatEquips.Accessory1.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25768] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Inventory.StatEquips.Accessory2.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25784] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Inventory.StatEquips.Accessory3.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25789] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Inventory.VanityEquips.VShirt.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25815] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Inventory.VanityEquips.VAccessory2.View.Figure.HumanoidRootPart | Size: 2, 2, 1
[Line 25826] [Output:5553]: [PART] Players.dellskiing2.PlayerGui.MainGui.UI.Inventory.VanityEquips.VAccessory3.View.Figure.HumanoidRootPart | Size: 2, 2, 1
